country,partyfacts_id,name_short,ches_short,ches_id,ches_left_right,ches_gal_tan,ches_economy,ches_redistribute,dalp_short,dalp_id,dalp_left_right,dalp_gal_tan,dalp_economy,dalp_redistribute,dalp_identity,mp_id,mp_short,mp_left_right,wvs_short,wvs_id,wvs_left_right
NER,2325,PNDS,,,,,,,PNDS,NER-3,3,6.6,4.33,3.5,1.67,,,,,,
NGA,2353,ACN,,,,,,,ACT,NGA-1,4.83,4.29,5.95,4.91,4.25,,,,ACN,566002,5.39
NGA,4116,AD,,,,,,,,,,,,,,,,,,,
NGA,2313,ANPP,,,,,,,ANPP,NGA-2,4.75,5.45,5.33,4.42,4.23,,,,,,
NGA,1154,NRC,,,,,,,,,,,,,,,,,,,
NGA,2354,PDP,,,,,,,PDP,NGA-3,6.6,4.18,6.35,6.75,5.23,,,,PDP,566012,5.93
NGA,510,SDP,,,,,,,,,,,,,,,,,,,
NIC,1640,ALN,,,,,,,ALN,NIC-1,8.2,4.44,7.25,5.67,4.38,,,,,,
NIC,769,FSLN,,,,,,,FSLN,NIC-2,4.9,5.1,3,4,4.3,,,,,,
NIC,286,PLC,,,,,,,PLC,NIC-3,8.3,4.7,7,6.3,4.67,,,,,,
NLD,714,50+,50PLUS,1020,5.08,5.6,4.45,4.4,,,,,,,,22953,50PLUS,-31.11,50,528018,6.06
NLD,994,AOV/VSP,,,,,,,,,,,,,,22954,AOV,0.85,,,
NLD,163,ARP,,,,,,,,,,,,,,22523,ARP,-14,,,
NLD,1472,CD,CD,1009,9.38,9.25,8.57,,,,,,,,,22711,,12.63,,,
NLD,1157,CDA,CDA,1001,6.85,7.15,6.69,6,CDA,NLD-1,6,6.33,5.73,5.36,5.17,22521,CDA,3.6,CDA,528002,6.51
NLD,1102,CHU,,,,,,,,,,,,,,22525,CHU,-14,,,
NLD,960,CP,,,,,,,,,,,,,,22710,,-4.85,,,
NLD,459,CPN,,,,,,,,,,,,,,22210,CPN,-24.78,,,
NLD,1459,CU,CU,1016,5.08,8.15,4.31,4.18,CU,NLD-7,5.08,7.92,4,3.67,5.58,22526,CU,5.48,,528014,6.23
NLD,45,D66,D66,1004,5.15,1.38,6.23,5.75,D-66,NLD-8,4.75,1.42,5.83,5.25,2.83,22330,D’66,-6.54,D66,528004,5.51
NLD,5856,DENK,Denk,1050,4.36,7.55,3.5,3.12,,,,,,,,22321,DENK,-24.83,,,
NLD,921,DS70,,,,,,,,,,,,,,22524,DS‘70,-13.6,,,
NLD,5855,FvD,FvD,1051,9.54,8.33,9.08,8.67,,,,,,,,22730,FvD,16.47,,,
NLD,1537,GL,GL,1005,2.31,0.85,2.38,2.18,GL,NLD-6,2.42,1.58,2.92,2.83,2,22110,GL,-9.35,GL,528005,3.45
NLD,1602,GPV,GPV,1007,6.7,8.64,5.8,,,,,,,,,22527,GPV,13.8,,,
NLD,1390,KVP,,,,,,,,,,,,,,22522,KVP,-14,,,
NLD,1420,LN,,,,,,,,,,,,,,22430,LN,-13.76,,,
NLD,1528,LPF,LPF,1015,8.38,5.44,8.11,,,,,,,,,22720,LPF,3.23,,,
NLD,1581,PPR,,,,,,,,,,,,,,22310,PPR,-12.9,,,
NLD,1050,PSP,,,,,,,,,,,,,,22230,PSP,-23.54,,,
NLD,1234,PvdA,PvdA,1002,3.62,3.08,3.62,2.83,PvdA,NLD-2,3.92,2.83,3.17,3.25,3.5,22320,PvdA,-13.84,PvdA,528001,4.03
NLD,1467,PvdD,PvdD,1018,2.38,2.92,3.18,3.11,,,,,,,,22951,PvdD,-18.85,Pvd,528015,4.44
NLD,298,PVV,PVV,1017,8.69,7.23,6.46,5.83,PVV,NLD-5,9.5,5,9,8.64,9.75,22722,PVV,20,PVV,528013,7.08
NLD,172,RPF,RPF,1008,6.8,8.55,6,,,,,,,,,22528,RPF,24.6,,,
NLD,1178,SGP,SGP,1006,8.54,9.92,7.17,7.17,,,,,,,,22952,SGP,24.71,SGP,528006,8
NLD,1363,SP,SP,1014,1.38,4.31,1.38,0.75,SP,NLD-3,2.08,3.2,1.75,1.83,4.92,22220,SP,-23.04,,528009,3.69
NLD,1656,TOP,,,,,,,Trots op NL,NLD-9,9,4.71,9.1,8.88,9.5,,,,,,
NLD,873,U55,,,,,,,,,,,,,,22955,Unie 55+,5.24,,,
NLD,828,VVD,VVD,1003,7.62,5,8.15,8.25,VVD,NLD-4,7.92,2.67,8.33,7.92,7.25,22420,PvdV,10.95,VVD,528003,7.34
NOR,1020,DLF,,,,,,,,,,,,,,12410,DLF,-16.4,,,
NOR,448,DNA,,,,,,,AP,NOR-4,3.8,4.75,4,3.83,3.96,12320,DnA,-29.79,,,
NOR,101,FrP,,,,,,,FrP,NOR-6,8.35,5.74,7.75,6.61,8.2,12951,ALP,14.16,,,
NOR,503,H,,,,,,,H,NOR-3,7.84,4.5,7.42,6.58,4.58,12620,H,-7.81,,,
NOR,705,KrF,,,,,,,KrF,NOR-2,5.71,7.04,5.12,4.25,4.8,12520,KrF,-12.33,,,
NOR,1963,MDG,,,,,,,,,,,,,,12110,MDG,-11.05,,,
NOR,1079,NKP,,,,,,,,,,,,,,12220,NKP,-45.3,,,
NOR,44,RV,,,,,,,,,,,,,,,,,,,
NOR,1072,Sp/Bp,,,,,,,SP,NOR-1,4.21,5.32,4.29,4.42,4.79,12810,Sp,-16.7,,,
NOR,719,SV,,,,,,,SV,NOR-7,2.38,3.52,2.96,3.17,2.33,12221,SV,-28.96,,,
NOR,1173,V,,,,,,,V,NOR-5,6.16,3.12,5.96,5.25,3.28,12420,V,-13.38,,,
NZL,716,A,,,,,,,,,,,,,,64321,Alliance,6.75,,,
NZL,752,ACT,,,,,,,ACT,NZL-5,7.36,3.67,8.5,8.54,6.25,64420,ACT,36.33,ACT,554001,7.73
NZL,1486,CD/FNZ,,,,,,,,,,,,,,,,,,554003,3.5
NZL,1099,Greens,,,,,,,Green,NZL-3,4.11,3.5,2.92,2.92,2,64110,Greens,-16.05,,554004,3.41
NZL,150,JAPP,,,,,,,Pro,NZL-8,4.38,3.64,2.5,2.75,2.17,64422,Progressive,0,,,
NZL,1049,LP,,,,,,,Lab,NZL-1,5,3.92,3.31,3.08,2.15,64320,Labour,-22.79,,554005,4.57
NZL,1427,Mana,,,,,,,,,,,,,,64902,Mana,-35.34,,554012,4.43
NZL,1716,MP,,,,,,,Maori,NZL-6,3.33,4.75,4,3.5,3.08,64901,,-20.09,,554009,4.44
NZL,1824,NP,,,,,,,Nat,NZL-2,5.73,4.38,6.62,6.85,5.23,64620,National,-3.81,,554006,6.77
NZL,591,NZFP,,,,,,,NZF,NZL-4,4.33,5.83,4.33,4.75,7.75,64621,NZF,-15.63,,554007,6
NZL,911,SC/DP,,,,,,,,,,,,,,64951,NZDP,-17.91,,,
NZL,940,UFNZ,,,,,,,UF,NZL-7,4.71,5.5,5.67,5.83,4.42,64421,,-7.23,,554008,3
PAK,2326,ANP,,,,,,,ANP,PAK-5,3.18,3.33,4.53,3.78,2.32,,,,,,
PAK,2386,JUI,,,,,,,JUI,PAK-6,9,9.35,5.4,5,7.13,,,,,,
PAK,2387,MQM/HPG,,,,,,,MQM,PAK-4,5.94,3.83,5.8,4.39,3.35,,,,,,
PAK,2384,PML(N),,,,,,,PML-N,PAK-2,7.45,6.11,6.5,4.58,4.95,,,,PML,586002,7.26
PAK,2385,PML(Q),,,,,,,PML-Q,PAK-3,7.45,6.35,6.5,5.28,5.58,,,,,,
PAK,2383,PPP,,,,,,,PPP,PAK-1,3.55,3.28,4,3.35,2.8,,,,PPP,586001,7.22
PAK,5587,PTI,,,,,,,,,,,,,,,,,PTI,586007,8.02
PAN,59,CD,,,,,,,CD,PAN-5,7.75,7.14,7.57,5,6.57,,,,,,
PAN,1555,MOLIRENA,,,,,,,MOLIRENA,PAN-3,7.62,7.43,7.75,4.86,6.57,,,,,,
PAN,380,PLN,,,,,,,PLN,PAN-6,7.2,7.25,7,6.25,5.75,,,,,,
PAN,202,PNR/PPA,,,,,,,PP,PAN-2,7.62,7,6.5,5.38,5.62,,,,,,
PAN,1351,PRD,,,,,,,PRD,PAN-1,6.5,6.62,5.75,4.38,5,,,,,,
PAN,949,PS,,,,,,,PS,PAN-4,7.57,7.83,7.67,5.17,6.33,,,,,,
PER,499,AF,,,,,,,ApeF,PER-4,7.6,5.67,7,5.9,5.67,,,,,,
PER,529,APRA/PAP,,,,,,,APRA,PER-2,5.45,5.27,5.64,4.45,4.82,,,,APRA,604002,6.38
PER,788,FDC,,,,,,,FdC,PER-5,5.5,5.22,5.2,4.8,3.38,,,,,,
PER,4214,FP,,,,,,,,,,,,,,,,,,604026,5.56
PER,4219,NM,,,,,,,,,,,,,,,,,,604008,5.5
PER,345,PNP,,,,,,,,,,,,,,,,,,604024,4.96
PER,4861,PP,,,,,,,,,,,,,,,,,,604001,5.15
PER,2554,UN,,,,,,,UN,PER-3,8.36,6.09,7.36,6.55,5.91,,,,,,
PER,575,UPP,,,,,,,UP,PER-1,2.6,7.09,3.55,3.36,5.64,,,,UPP,604005,5
PHL,2391,AKBAYAN,,,,,,,AKBAYAN,PHL-7,1.4,2.44,2.33,1.9,2.22,,,,,,
PHL,3998,ally,,,,,,,,,,,,,,,,,,,
PHL,2390,BM,,,,,,,Bayan Muna,PHL-6,1,4.11,2.11,1.9,2.56,,,,,,
PHL,2465,KAMPI,,,,,,,KAMPI,PHL-2,8.44,7,6.5,5.14,3.2,,,,,,
PHL,4248,KBL,,,,,,,,,,,,,,,,,,,
PHL,2466,KMB,,,,,,,KMB,PHL-3,8,5.25,6.57,5.5,3.2,,,,,,
PHL,2388,Lakas — CMD,,,,,,,Lakas-CMD,PHL-1,7.44,5.17,5.71,4.43,3.14,,,,NUCD-NUCD,608001,6.9
PHL,4601,LAMMP,,,,,,,,,,,,,,,,,,,
PHL,4252,LDP,,,,,,,,,,,,,,,,,,,
PHL,4602,PDP — Laban,,,,,,,,,,,,,,,,,PDP-Laban,608005,6.71
PHL,2330,PLP,,,,,,,PLP,PHL-4,5.1,4.29,6.88,3.62,2.75,,,,LP,608002,6.85
PHL,2389,PNP,,,,,,,PNP,PHL-5,6.88,5.75,6.67,5.29,1.75,,,,NP,608003,6.92
POL,2890,1-perc,,,,,,,,,,,,,,92711,PZZ,42.1,,,
POL,863,AWS,AWSP,2608,7.75,7.5,4.38,,,,,,,,,92620,AWS,17.02,,,
POL,1681,BBWR,,,,,,,,,,,,,,92901,BBWR,6.49,,,
POL,468,ChD,,,,,,,,,,,,,,92520,ChDSP,12.9,,,
POL,4631,K,Kukiz,2617,7.11,7.61,6.75,5.38,,,,,,,,,,,,,
POL,153,KLD,,,,,,,,,,,,,,92420,KLD,17.19,,,
POL,4713,KNP,KNP,2614,9.53,8.82,9.59,9.59,,,,,,,,,,,,,
POL,4629,KORWIN,Korwin,2619,9.53,9.53,9.06,8.06,,,,,,,,,,,,,
POL,1615,KPN,,,,,,,,,,,,,,92710,KPN,0,,,
POL,1588,LiD,,,,,,,,,,,,,,92021,LiD,-0.33,,,
POL,1768,LPR,LPR,2607,9.25,9.54,3.5,3.5,LPR,POL-6,9.29,8.5,2.73,3.08,7.36,92713,LPR,8.33,,,
POL,1439,MN,,,,,,,,,,,,,,92953,MN,-2.75,,,
POL,4630,N,Novo,2618,5.16,2.61,7.67,6.72,,,,,,,,,,,,,
POL,1649,PC,,,,,,,,,,,,,,92521,POC,0,,,
POL,188,PCD,,,,,,,,,,,,,,92522,PChD,26.13,,,
POL,1566,PD,UW; PD,2609,4.5,1.17,7.4,7.5,,,,,,,,,,,,,
POL,1565,PiS,PiS,2605,7.55,9.14,2.95,1.75,PiS,POL-2,8.07,7.14,3,3.07,6.36,92436,PiS,10.81,,616031,7.25
POL,1266,PL,,,,,,,,,,,,,,92810,PL,12.73,,,
POL,1117,PO,PO,2603,5.38,4.67,6.57,5.9,PO,POL-1,7.07,4.64,8.14,7.29,4.62,92435,PO,-13.31,PO,616032,5.65
POL,1535,PPG,,,,,,,,,,,,,,92433,PPG,24.24,,,
POL,464,PPPP,,,,,,,,,,,,,,92431,PPPP,18.23,,,
POL,2992,PR,PR,2615,7.65,7.69,6.67,6.4,,,,,,,,,,,,,
POL,602,PSL,PSL,2606,5.29,7.1,4.33,3.45,PSL,POL-4,5.54,6.38,3.29,3.71,5.31,92811,PSL,-7.26,PSL,616002,5.57
POL,1430,RAS,,,,,,,,,,,,,,92952,RAŚ,0.76,,,
POL,4871,Razem,Razem,2620,1.28,1.22,1.29,1.47,,,,,,,,,,,,,
POL,1192,RdR,,,,,,,,,,,,,,92523,RdR,27.27,,,
POL,1712,ROP,,,,,,,,,,,,,,92621,ROP,8.12,,,
POL,731,RP / TR,RP,2613,2.53,1.18,4.19,4.13,,,,,,,,92440,RP,6.12,,616046,4.39
POL,767,S,,,,,,,,,,,,,,92320,NSZZ,-26.02,,,
POL,919,SD,SD,2612,4.67,3.67,6.25,6.43,,,,,,,,92211,SD,-14.19,,,
POL,1328,SDPL,SDPL,2611,2.67,2.25,3.42,3.33,,,,,,,,,,,,,
POL,57,SLD,SLD,2601,3.38,3.57,3.9,3.35,SLD,POL-3,2.43,3.14,3.57,3.43,4.31,92210,SLD,-0.9,SLD,616004,3.74
POL,6183,SLD — UP,,,,,,,,,,,,,,92212,SLD-UP,-4.31,,,
POL,328,SP,SP,2616,8.29,8.65,3.38,3.25,,,,,,,,,,,,,
POL,923,SP,,,,,,,,,,,,,,92321,SP,3.29,,,
POL,7356,Spr,Wiosnia,2621,1.89,0.84,3.5,2.67,,,,,,,,,,,,,
POL,727,SRP,S,2604,4.64,7.75,2.67,1.91,SRP,POL-5,3.45,5.64,2.15,2.64,5.5,92622,SRP,-5.64,,,
POL,1046,UD,,,,,,,,,,,,,,92410,UD,9.26,,,
POL,1104,UP,UP,2602,3,1.38,2.25,,,,,,,,,92322,UP,-13.16,,,
POL,283,UPR,,,,,,,,,,,,,,92432,UPR,51.96,,,
POL,8268,UW,,,,,,,,,,,,,,92434,UW,-1.99,,,
POL,1458,WAK,,,,,,,,,,,,,,92530,WAK,38.89,,,
POL,146,X,,,,,,,,,,,,,,92712,PX,-6.78,,,
PRI,3668,PIP,,,,,,,,,,,,,,,,,,,
PRI,3670,PNP,,,,,,,,,,,,,,,,,,,
PRI,3669,PPD,,,,,,,,,,,,,,,,,,,
PRT,35,ASDI,,,,,,,,,,,,,,35316,ASDI,4.73,,,
PRT,1310,BE,BE,1208,0.88,1.75,1,1.43,B.E.,PRT-5,1.7,1.2,1.5,1.95,1.2,35211,BE,-34.51,,,
PRT,1308,CDS/PP,CDS; PP,1202,8.5,8.88,8.5,6.86,CDS-PP,PRT-4,8.35,8.2,7.95,6.89,7.75,35520,CDS,10.77,,,
PRT,284,CDU,CDU,1201,0.88,5.12,0.62,0.86,,,,,,,,35229,CDU,-23.88,,,
PRT,387,ID,,,,,,,,,,,,,,35315,ID,32.29,,,
PRT,1688,MDP,,,,,,,,,,,,,,35310,MDP,-30.39,,,
PRT,3226,MPT / PT,MPT,1209,6.75,6.33,7,3,,,,,,,,,,,,,
PRT,5939,PàF,,,,,,,,,,,,,,35060,PàF,0.6,,,
PRT,97,PAN,PAN,1250,3.43,4,3.83,2.8,,,,,,,,35120,PAN,-25.47,,,
PRT,310,PCP,PCP,1210,0.88,5.12,0.75,0.86,PCP,PRT-3,1.7,2.83,1.15,1.85,2.06,35220,PCP,-31.77,,,
PRT,4513,PDR,,,,,,,,,,,,,,,,,,,
PRT,886,PEV,PEV,1211,1.14,4.88,1.29,1.17,,,,,,,,35110,PEV,-31.28,,,
PRT,1359,PPD/PSD,PPD; PSD,1206,6.38,7,6.5,6.29,PSD,PRT-2,6.65,6.35,6.58,5.74,5.53,35313,PPD,-4.6,,,
PRT,1480,PPM,,,,,,,,,,,,,,35710,PPM,9.6,,,
PRT,1600,PRD,,,,,,,,,,,,,,35312,PRD,17.86,,,
PRT,655,PS,PS,1205,4.12,4.38,4,3.86,PS,PRT-1,4.5,3.65,4.11,4.21,3.17,35311,PS,-12.62,,,
PRT,181,PSN,,,,,,,,,,,,,,35951,PSN,-1.1,,,
PRT,896,UDP,,,,,,,,,,,,,,35210,UDP,12.26,,,
PRT,1301,UEDS,,,,,,,,,,,,,,35317,UEDS,4.73,,,
PRY,2878,1-perc,,,,,,,PDP,PRY-6,3.75,4,3,2.25,2.25,,,,,,
PRY,384,ANR — PC,,,,,,,ANR-PC,PRY-1,6.77,7.38,4.15,5.31,5.15,,,,,,
PRY,2393,MPT,,,,,,,MPT,PRY-7,2.5,3.5,1.5,1.5,1.75,,,,,,
PRY,1245,PLRA,,,,,,,PLRA,PRY-2,7.69,5.15,6.31,5.77,5.5,,,,,,
PRY,220,PPQ,,,,,,,MPQ,PRY-3,8.62,6.08,7.38,6.08,6.17,,,,,,
PRY,314,PPS,,,,,,,PPS,PRY-5,3.56,4,3.56,3.56,3.22,,,,,,
PRY,1339,UNACE,,,,,,,UNACE,PRY-4,8.23,7.83,5.15,5.83,5.54,,,,,,
ROU,215,ADA,,,,,,,,,,,,,,93041,ADA,5.5,,,
ROU,5662,ALDE,,,,,,,,,,,,,,93420,ALDE,26.67,,,
ROU,4002,ally,,,,,,,,,,,,,,,,,USL,642052,4.95
ROU,5940,ARD,,,,,,,,,,,,,,93061,ARD,-18.68,,,
ROU,971,AUL,,,,,,,,,,,,,,93719,AUR,5.26,,,
ROU,192,CDR,CDR 2000,2707,6.29,4.43,6.71,,,,,,,,,93411,CDR,-28.77,,,
ROU,2454,FDGR,FDGR,2708,5.29,4.29,6,4.67,,,,,,,,,,,,,
ROU,276,FDSN,,,,,,,,,,,,,,93223,FDSN,-17.8,,,
ROU,958,FSN,,,,,,,,,,,,,,93524,FDRT,1.75,,,
ROU,477,GDC,,,,,,,,,,,,,,93529,GDC,5.88,,,
ROU,3223,LRP,PLR,2712,6.13,6.25,6.13,6.07,,,,,,,,,,,,,
ROU,1511,MER,,,,,,,,,,,,,,93111,MER,-13.7,,,
ROU,1457,PaRe,,,,,,,,,,,,,,93714,PR,14.75,,,
ROU,1443,PC/PUR,PUR; PC,2702,5.53,7.94,5,5.25,PC,ROM-6,4.11,7.15,3.22,3.55,7.92,,,,,,
ROU,1715,PD,PDL,2704,6.65,5.59,7.18,6.93,,,,,,,,93221,FSN,-3.35,,,
ROU,1085,PDAR,,,,,,,,,,,,,,93810,PDAR,-8.49,,,
ROU,660,PDL,,,,,,,PDL,ROM-2,6.58,5.54,7,5.23,4.29,93530,PDL,4.95,,642035,6.88
ROU,1373,PER,,,,,,,,,,,,,,93112,PER,0,,,
ROU,3210,PMP,PMP,2711,7.07,7.21,7.36,6.92,,,,,,,,93540,PMP,-1,,,
ROU,481,PNL,PNL,2705,7.07,6,7.25,6.81,PNL,ROM-3,6.92,4,7.46,5.57,4.38,93430,PNL,1.47,,,
ROU,1750,PNT-CD,,,,,,,,,,,,,,93521,PNŢCD,0,,,
ROU,2474,PP — DD,PP-DD,2710,4.36,8.62,2.54,3.45,,,,,,,,93981,PP-DD,-20.74,,,
ROU,1305,PRM,PRM,2703,5.63,9.45,2.1,1.74,PRM,ROM-4,4.82,8.93,2.08,3.36,9.21,93712,PRM,5.56,PRM,642007,5.09
ROU,7359,PROR,PRO,2714,4.29,6.54,4.53,4.14,,,,,,,,,,,,,
ROU,120,PSD,PSD,2701,3.67,8.25,3.38,2.88,PSD,ROM-1,2.46,6.14,2.54,2.71,6.43,93322,USD,-12.73,,,
ROU,6153,PSD-PC,,,,,,,,,,,,,,93002,PSD-PC,-12.91,,,
ROU,1347,PSD+PUR,,,,,,,,,,,,,,93001,PSD-PUR,-28.85,,,
ROU,1034,PSDR,,,,,,,,,,,,,,93320,PSDR,-30.19,,,
ROU,1217,PSM,,,,,,,,,,,,,,93713,PSM,-15.91,,,
ROU,1078,PSoDR,,,,,,,,,,,,,,93222,PSDR,-6.25,,,
ROU,1451,PUNR,,,,,,,,,,,,,,93711,PUNR,-2.38,,,
ROU,1105,UDMR/RMDS,UDMR,2706,5.87,6.06,5.69,5.73,UDMR,ROM-5,6.27,3.92,6.73,5.18,2.29,93951,UDMR/RMDSz,-15.28,,,
ROU,2534,unknown,,,,,,,,,,,,,,93523,PND,10,,,
ROU,1541,UNPR,UNPR,2709,3.43,7.64,3.57,4.23,,,,,,,,,,,,,
ROU,5941,USL,,,,,,,,,,,,,,93031,USL,19.22,,,
ROU,5969,USR,USR,2713,6.47,2.62,6.5,6,,,,,,,,93440,USR,-25.05,,,
RUS,2900,1-perc,,,,,,,,,,,,,,94224,DM,8.06,,,
RUS,2235,APR,,,,,,,,,,,,,,94222,APR,-10.95,,,
RUS,2238,DPR,,,,,,,,,,,,,,94712,DPR,18.39,,,
RUS,2253,DVR,,,,,,,,,,,,,,94421,DVR,-1.01,,,
RUS,2254,DVR — OD,,,,,,,,,,,,,,94427,DVR-OD,-1.01,,,
RUS,2243,IBIR,,,,,,,,,,,,,,94321,IBIR,-7.69,,,
RUS,2236,KPRF,,,,,,,CPRF,RUS-2,1.38,8.08,2.69,2,4.8,94221,KPRF,-18.3,KPRF,643002,4.17
RUS,2237,KRO,,,,,,,,,,,,,,94713,KRO,17.14,,,
RUS,2245,LDPR,,,,,,,LDPR,RUS-3,7,7.6,4.9,4.33,8.42,94710,BZ,-22.73,LDPR,643003,5.42
RUS,2247,NDR,,,,,,,,,,,,,,94424,NDR,40,,,
RUS,2240,OVR,,,,,,,,,,,,,,94622,OVR,47.17,,,
RUS,8362,PR,,,,,,,,,,,,,,,,,,643033,5.91
RUS,2249,PRES,,,,,,,,,,,,,,94423,PRES,21.82,,,
RUS,2251,RDDR,,,,,,,,,,,,,,94320,RDDR,12.41,,,
RUS,2246,Rodina,,,,,,,,,,,,,,94310,Rodina,-14.88,,,
RUS,2248,RPR-PNS,,,,,,,,,,,,,,94426,PGL,4.22,,,
RUS,2255,SPS,,,,,,,SPS,RUS-5,8.62,1.42,8.23,7.25,2,94621,SPS,6.69,,,
RUS,2244,SR,,,,,,,SR,RUS-4,3.23,7.45,4.42,3.77,4.78,94901,SR,-25.19,,643034,5.21
RUS,2899,unknown,,,,,,,,,,,,,,,,,,,
RUS,2250,VN,,,,,,,,,,,,,,94225,VN,7.69,,,
RUS,2241,VR,,,,,,,,,,,,,,94425,VR,21.65,,,
RUS,2242,Y,,,,,,,,,,,,,,94620,Yedinstvo,30,,,
RUS,2252,Yabloko,,,,,,,Yabloko,RUS-6,6.54,2.08,7.17,6,1.75,94422,Yabloko,-10.45,,643037,5.44
RUS,2256,YR,,,,,,,UR,RUS-1,5.78,7.82,4.46,5,4.56,94951,ER,2.79,ER,643032,5.92
RUS,2257,ZR,,,,,,,,,,,,,,94223,ZR,7.92,,,
RWA,3283,FPR,,,,,,,,,,,,,,,,,,646104,5.4
SEN,2379,AFP,,,,,,,AFP,SEN-5,4.22,6.62,5,4,1.86,,,,,,
SEN,2382,AJ/PADS,,,,,,,AJ/PADS,SEN-4,3.22,6.43,3.43,4.38,1.71,,,,,,
SEN,2329,PDS,,,,,,,PDS,SEN-1,7.75,5.38,6.88,4.57,2.71,,,,,,
SEN,2381,PIT,,,,,,,PIT,SEN-3,2.4,6.43,3,4.22,1.75,,,,,,
SEN,2380,PS / UPS,,,,,,,PS,SEN-2,3.67,6,3,4.71,2,,,,,,
SGP,3277,PAP,,,,,,,,,,,,,,,,,,,
SGP,3561,SDP,,,,,,,,,,,,,,,,,,,
SGP,3278,WP,,,,,,,,,,,,,,,,,,,
SLV,1709,ARENA,,,,,,,ARENA,SLV-1,9.62,7.46,7.85,6.38,7.83,,,,,,
SLV,978,FMLN,,,,,,,FMLN,SLV-2,1.92,5.31,3.62,3.23,4.83,,,,,,
SLV,686,PCN,,,,,,,PCN,SLV-3,9.15,7.5,7.36,6.69,7.67,,,,,,
SLV,11,PDC,,,,,,,PDC,SLV-4,8.15,7.58,6.58,6.08,7.3,,,,,,
SRB,2915,1-perc,,,,,,,,,,,,,,95954,KAP,-3.03,,,
SRB,8626,ABS,,,,,,,,,,,,,,95043,LDP/LSV/SDS,-3.28,,,
SRB,4011,ally,,,,,,,,,,,,,,95229,,-6.42,,,
SRB,3173,BDZS / SPP,,,,,,,,,,,,,,95903,BDZ,-3.57,,,
SRB,6150,DEPOS,,,,,,,,,,,,,,95420,DEPOS,25.58,,,
SRB,5379,DJB,,,,,,,,,,,,,,95440,DJB,-20.55,,,
SRB,2188,DOS,,,,,,,,,,,,,,95423,DOS,1.21,,,
SRB,2189,DS,,,,,,,DS,YUG-2,4.9,2.1,5,5,1.7,95430,DS,-14.29,,,
SRB,2190,DSS,,,,,,,DSS,YUG-3,8,7.8,4.5,5.33,8.5,95065,DSS/NS,-0.86,,,
SRB,8627,DSS-Dveri,,,,,,,,,,,,,,95066,Dveri/DSS,-3.77,,,
SRB,5665,Dveri,,,,,,,,,,,,,,,,,,,
SRB,2186,DZVM,,,,,,,,,,,,,,95951,DZVM,-41.94,,,
SRB,2193,G17+,,,,,,,G17+,YUG-4,6.89,1.8,8.22,8.56,1.9,95450,,-20.8,,,
SRB,2202,GSS,,,,,,,,,,,,,,95421,GSS,-10.83,,,
SRB,8830,IBZ,,,,,,,,,,,,,,95041,,-12.48,,,
SRB,2182,KV,,,,,,,,,,,,,,95091,KV,-1.54,,,
SRB,2196,LDP,,,,,,,LDP,YUG-7,6.22,2,9.1,9.12,2.1,95431,LDP,4.71,,,
SRB,4769,LSV,,,,,,,,,,,,,,,,,,,
SRB,2194,MK,,,,,,,,,,,,,,95901,MK,-0.41,,,
SRB,2197,ND,,,,,,,,,,,,,,95422,ND,-8.87,,,
SRB,2346,NS,,,,,,,NS,YUG-5,7.9,8.5,3.88,4,8.4,,,,,,
SRB,2180,P — CJ,,,,,,,,,,,,,,95042,,-5.56,,,
SRB,2199,PDD,,,,,,,,,,,,,,95955,PVD/PDD,,,,
SRB,2179,PUPS,,,,,,,,,,,,,,,,,,,
SRB,2174,RDSV,,,,,,,,,,,,,,95222,SRSV,0,,,
SRB,3176,SDAS,,,,,,,,,,,,,,95952,SDA,-14.81,,,
SRB,4771,SDPS,,,,,,,,,,,,,,,,,,,
SRB,4770,SDS,,,,,,,,,,,,,,,,,,,
SRB,3177,SNS,,,,,,,,,,,,,,,,,,,
SRB,2176,SPO,,,,,,,,,,,,,,95710,SPO,25.97,,,
SRB,2178,SPS,,,,,,,SPS,YUG-6,4.33,5.22,2.6,2.2,5.4,95221,SPS,-9.82,,,
SRB,9001,SPS/PUPS/JS,,,,,,,,,,,,,,95021,SPS/PUPS/JS,41.24,,,
SRB,2175,SRS,,,,,,,SRS,YUG-1,8.43,8.8,2.62,2.2,9,95711,SRS,-10,,,
SRB,5399,SSJ,,,,,,,,,,,,,,,,,,,
SRB,2201,SSS,,,,,,,,,,,,,,95810,SSS,33.93,,,
SRB,2203,SVM,,,,,,,,,,,,,,95902,VMSZ,3.27,,,
SRB,2914,unknown,,,,,,,,,,,,,,,,,,,
SRB,2181,URS,,,,,,,,,,,,,,95451,URS,4.14,,,
SRB,2192,ZES,,,,,,,,,,,,,,95040,ZES,9.26,,,
SRB,8999,ZMS,,,,,,,,,,,,,,95070,,-5.33,,,
SRB,9000,ZpS,,,,,,,,,,,,,,95044,,-17.42,,,
SRB,8365,ZS,,,,,,,,,,,,,,95100,ZS,-4.91,,,
SVK,2918,1-perc,Siet,2816,5.75,4,7.75,5.67,,,,,,,,,,,,,
SVK,295,ADS,,,,,,,,,,,,,,96431,ADSR,11.86,,,
SVK,4015,ally,NOVA,2815,7.07,7.08,7.08,7,,,,,,,,,,,,,
SVK,217,ANO,ANO,2806,6.71,3.54,7.5,,,,,,,,,96424,ANO,18.58,,,
SVK,6629,DEÚS,,,,,,,,,,,,,,96421,DÚS,2.4,,,
